index,tweet,class
414,"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.",0
415,@AnUglyNigga this is retarded,0
416,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot,0
417,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,0
418,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens,0
419,@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people,0
420,"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value",0
421,"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown",0
422,@Arbogucci guys not supposed to get their ass sucked queer,0
423,"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet).",0
424,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist,0
425,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,0
426,"@AustinG1135 answer my snapchat faggot 
#butthurt",0
427,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,0
428,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",0
429,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,0
430,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,0
431,@BeyondTomcat you'd like that wouldn't you fag,0
432,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,0
433,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,0
434,@Blackman38Tide lmfao go to bed whitey &#128129;,0
435,@BloggerBoxing @rianscalia pass the Fosters faggot,0
436,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,0
437,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,0
438,@BossMelle never followed him ignorant monkey,0
439,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,0
440,@BreeOlson @Gingerbeard66 your a nasty nigger whore,0
441,@Brenddan_ they said some bullshit. Damn niggers,0
442,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,0
443,@Briana_Rashae I'd like to rape the bitch that posted that.,0
444,"@Brice2254 Fuck you, faggot.",0
445,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,0
446,@Buckm00se @letsargueboxing sand nigger ran over some Kidd,0
447,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,0
448,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,0
449,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it,0
450,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,0
451,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful,0
452,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",0
453,@Campos_uli is a fag #hesgay,0
454,@CarelessOne92 you styl gotta get dem tweets off my nig,0
455,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy,0
456,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,0
457,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.,0
458,"@CharleeRedz13 your gay stfu, dumb monkey",0
459,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,0
460,@CheCha__ be gone my nigguh,0
461,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot",0
462,@Chink_19 shut up chink.!!!,0
463,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace.",0
464,@Christian_ESEM you don't know what your talking about retarded faggot,0
465,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",0
466,@CrackerJhak Because you're a fag,0
467,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,0
468,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol",0
469,@DangItsTiff you look like fucking shrek bitch,0
470,@DanielSizelove @Conrad_MLG get on cunt,0
471,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,0
472,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy,0
473,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.,0
474,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,0
475,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,0
476,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot,0
477,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",0
478,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope.",0
479,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;,0
480,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",0
481,@DevilFzyq @DevilElyie @TehDevilClan shut up fag,0
482,@DjChubbESwagg this like a retarded wu-tang clan,0
483,@DolanGang beans u beaner?,0
484,@DolanGang you wouldn't know fag,0
485,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",0
486,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.,0
487,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,0
488,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!,0
489,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.",0
490,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here,0
491,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,0
492,@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,0
493,@Fardousaa becuz no man should celebrate his bday at a drreams #faggot,0
494,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe,0
495,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN,0
496,@FrankieJGrande ew queer white thirsty bitch,0
497,@FrankieJGrande fugly queer white trash,0
498,@FrankieJGrande omg gtfo white faggot,0
499,@FreddyAmazin ratchet looking nigger,0
500,@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,0
501,"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet",0
502,@FuckBoiRik hahahaha youza fuck wigger,0
503,"@Fugazi3011 ""leave you beaner retard""",0
504,@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?,0
505,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey",0
506,@GlitteredInPink hoe don't tweet me,0
507,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",0
508,"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit.",0
509,"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album.",0
510,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,0
511,@GrizzboAdams @wyattnuckels haha ight nig calm yoself,0
512,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA,0
513,@GrizzboAdams ight nigga haha fucking queer has to clear his schedule,0
514,@GrizzboAdams roid rage much faggot?,0
515,@Gutierrez_Alf legit retard,0
516,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to",0
517,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.,0
518,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +",0
519,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,0
520,@Herfarm Move out of our country teabaggers!,0
521,@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo,0
522,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger,0
523,@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.,0
524,@Hovaa_ shut up lizard faggot nigger cunt,0
525,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,0
526,@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them,0
527,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back",0
528,@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!,0
529,@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white,0
530,@Huntermoore happy cuz I woke up white and not a nigger!,0
531,@Huntermoore nigger!!,0
532,@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.,0
533,@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,0
534,"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat",0
535,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,0
536,@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,0
537,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,0
538,@Im_Thirst randies are fags,0
539,@ImpactParasite just fuckin roasted this faggot,0
540,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,0
541,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,0
542,@ItsKeeshKapeesh *yourself *faggot buy a dictionary,0
543,"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC",0
544,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,0
545,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,0
546,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,0
547,@JOLTNG niger,0
548,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",0
549,@JRise88 @G_Anderson4 what do you want fag,0
550,@JRise88 @LongLiveTylerD your a fag,0
551,@JRise88 shut up you stupid bitch,0
552,@JacobbBacker fag,0
553,@JacobbBacker you don't know shit about me faggot bitch,0
554,@JadeGreenleaf fag,0
555,@JaiBrooks1 faggot,0
556,@JaiBrooks1 not funny u faggot,0
557,@JaiBrooks1 ur brother looks so queer and ugly,0
558,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",0
559,@Jaytwofly @G_MUCKA good leave you stupid faggot,0
560,"@Jaytwofly huh, lol mad nigger is mad",0
561,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,0
562,@JimBoberson happy birthday faggot,0
563,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",0
564,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,0
565,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,0
566,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,0
567,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",0
568,"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",0
569,@JungleFeverFren fuck u nigger,0
570,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,0
571,@KamRenee ugly nigger,0
572,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",0
573,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",0
574,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,0
575,@Kevin_McAdams Because Ian's retarded,0
576,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",0
577,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,0
578,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",0
579,@L1LTR4P fucking losers wetbacks #SorryNotSorry,0
580,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,0
581,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,0
582,@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.,0
583,@LexVan13 go back to nigeria faggot,0
584,@Lil_A47 &#128514;&#128514;&#128514; you're a coon,0
585,"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",0
586,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",0
587,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,0
588,@MakeAnothaHov T.o. was a faggot crybaby,0
589,@MarianCristinax you a fag b,0
590,@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!,0
591,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,0
592,@Matt_Petrie22 geta Life faggot,0
593,@Maxwell_Larsen your a cunt,0
594,@McwilliamsBrett shut your legs hoe,0
595,@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!,0
596,@MilesM_05 shut up coon.,0
597,@MillerLite I don't follow you because everything about your company is white trash.,0
598,@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,0
599,@Mimistheone stop trolling me u creepy ass cracker!!!,0
600,"@Misplaced_Momma 
She be what we say in da hood white trash",0
601,"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations",0
602,!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!,1
603,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit,1
604,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,1
605,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;,1
606,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;""",1
607,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!""",1
608,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;,1
609,""" &amp; you might not get ya bitch back &amp; thats that """,1
610,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch",1
611,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",1
612,""" Murda Gang bitch its Gang Land """,1
613,""" So hoes that smoke are losers ? "" yea ... go on IG",1
614,""" bad bitches is the only thing that i like """,1
615,""" bitch get up off me """,1
616,""" bitch nigga miss me with it """,1
617,""" bitch plz whatever """,1
618,""" bitch who do you love """,1
619,""" bitches get cut off everyday B """,1
620,""" black bottle &amp; a bad bitch """,1
621,""" broke bitch cant tell me nothing """,1
622,""" cancel that bitch like Nino """,1
623,""" cant you see these hoes wont change """,1
624,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up",1
625,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",1
626,""" her pussy lips like Heaven doors "" &#128524;",1
627,""" hoe what its hitting for """,1
628,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",1
629,""" i need a trippy bitch who fuck on Hennessy """,1
630,""" i spend my money how i want bitch its my business """,1
631,""" i txt my old bitch my new bitch pussy wetter """,1
632,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",1
633,""" if you aint bout that Murder Game pussy nigga shut up """,1
634,""" if you're toes ain't done you pussy stinks """,1
635,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,1
636,""" is that ya bitch """,1
637,""" it aint nothing to cut a bitch off """,1
638,""" jus meet son now he ya mane ass bitches "" #Shots",1
639,""" lames crying over hoes thats tears of a clown """,1
640,""" like Snoop said in 94 we dont love these hoes """,1
641,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",1
642,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",1
643,""" pimps up pimps up hoes down "" Future voice",1
644,""" post a picture of that pussy get 200 likes """,1
645,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",1
646,""" quick piece of pussy call it a drive by """,1
647,""" running round here like some brand new pussy thats bout to get fucked """,1
648,""" these bitches even worst they'll send them guys for you """,1
649,""" these hoes like niggas that spend money not talk bout it """,1
650,""" we dont trust these niggas all these bitches """,1
651,""" yall niggas b cuffing hoes cause yall aint never have bitches """,1
652,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",1
653,""" young Pill Chamberlain these bitches love my music """,1
654,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",1
655,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",1
656,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",1
657,"""&amp; he's gone always be a hoe""",1
658,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",1
659,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1
660,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",1
661,"""@A7XDemery: I'm a fucking fag they said""",1
662,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",1
663,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",1
664,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",1
665,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",1
666,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",1
667,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",1
668,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",1
669,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",1
670,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",1
671,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",1
672,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",1
673,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",1
674,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",1
675,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",1
676,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",1
677,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",1
678,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",1
679,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",1
680,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",1
681,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1
682,"""@CASHandBOOBIES: I been kidnapped yo bitch""",1
683,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",1
684,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",1
685,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",1
686,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",1
687,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",1
688,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",1
689,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",1
690,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",1
691,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",1
692,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",1
693,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",1
694,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",1
695,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",1
696,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",1
697,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",1
698,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",1
699,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",1
700,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",1
701,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",1
702,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1
703,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1
704,"""@Dietrich1892: Yall shut up:p"" make me bitch",1
705,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1
706,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1
707,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1
708,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",1
709,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",1
710,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",1
711,"""@G27Status: I could go for a fat ass bitch on my lap"" same",1
712,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",1
713,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",1
714,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",1
715,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",1
716,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1
717,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",1
718,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1
719,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",1
720,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",1
721,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",1
722,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",1
723,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",1
724,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",1
725,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",1
726,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",1
727,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",1
728,"""@HoskinsTy96: White boy power bitch"" black power bitch",1
729,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1
730,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",1
731,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",1
732,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",1
733,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",1
734,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1
735,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1
736,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",1
